smiles	valid_rdkit	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_full_inchikey_match	chembl_connectivity_match	chembl_ids	rdkit_valid	rdkit_canonical_smiles	rdkit_inchi_key	rdkit_inchi_key_connectivity	rdkit_full_match	rdkit_connectivity_match	rdkit_chembl_ids	rdkit_error	chembl_standardized_valid	chembl_standardized_canonical_smiles	chembl_standardized_inchi_key	chembl_standardized_inchi_key_connectivity	chembl_standardized_full_match	chembl_standardized_connectivity_match	chembl_standardized_chembl_ids	chembl_standardized_error	chembl_parent_valid	chembl_parent_canonical_smiles	chembl_parent_inchi_key	chembl_parent_inchi_key_connectivity	chembl_parent_full_match	chembl_parent_connectivity_match	chembl_parent_chembl_ids	chembl_parent_error
CC(=O)Nc1ccc(CN2CCOCC2)cc1	True	CC(=O)Nc1ccc(CN2CCOCC2)cc1	KFRGDVNNAPFDCF-UHFFFAOYSA-N	KFRGDVNNAPFDCF	False	False		True	CC(=O)Nc1ccc(CN2CCOCC2)cc1	KFRGDVNNAPFDCF-UHFFFAOYSA-N	KFRGDVNNAPFDCF	False	False			True	CC(=O)Nc1ccc(CN2CCOCC2)cc1	KFRGDVNNAPFDCF-UHFFFAOYSA-N	KFRGDVNNAPFDCF	False	False			True	CC(=O)Nc1ccc(CN2CCOCC2)cc1	KFRGDVNNAPFDCF-UHFFFAOYSA-N	KFRGDVNNAPFDCF	False	False		
CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1	True	CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1	JRFVLZVRNIWMRT-UHFFFAOYSA-N	JRFVLZVRNIWMRT	False	False		True	CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1	JRFVLZVRNIWMRT-UHFFFAOYSA-N	JRFVLZVRNIWMRT	False	False			True	CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1	JRFVLZVRNIWMRT-UHFFFAOYSA-N	JRFVLZVRNIWMRT	False	False			True	CC(=O)Nc1ccc(CN2CCc3nc(C(C)C)nc(-c4ccc(Cl)cc4)c3CC2)cc1	JRFVLZVRNIWMRT-UHFFFAOYSA-N	JRFVLZVRNIWMRT	False	False		
CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	True	CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	JCHPXNSTFVJJLN-UHFFFAOYSA-N	JCHPXNSTFVJJLN	False	False		True	CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	JCHPXNSTFVJJLN-UHFFFAOYSA-N	JCHPXNSTFVJJLN	False	False			True	CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	JCHPXNSTFVJJLN-UHFFFAOYSA-N	JCHPXNSTFVJJLN	False	False			True	CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl	JCHPXNSTFVJJLN-UHFFFAOYSA-N	JCHPXNSTFVJJLN	False	False		
CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1	True	CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1	SQTDJPRWHARDHF-UHFFFAOYSA-N	SQTDJPRWHARDHF	False	False		True	CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1	SQTDJPRWHARDHF-UHFFFAOYSA-N	SQTDJPRWHARDHF	False	False			True	CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1	SQTDJPRWHARDHF-UHFFFAOYSA-N	SQTDJPRWHARDHF	False	False			True	CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1	SQTDJPRWHARDHF-UHFFFAOYSA-N	SQTDJPRWHARDHF	False	False		
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl	True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl	ULXWIWCUCFCRSI-UHFFFAOYSA-N	ULXWIWCUCFCRSI	False	False		True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl	ULXWIWCUCFCRSI-UHFFFAOYSA-N	ULXWIWCUCFCRSI	False	False			True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl	ULXWIWCUCFCRSI-UHFFFAOYSA-N	ULXWIWCUCFCRSI	False	False			True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl	ULXWIWCUCFCRSI-UHFFFAOYSA-N	ULXWIWCUCFCRSI	False	False		
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1	True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1	OEXMNSOPAKOPEF-UHFFFAOYSA-N	OEXMNSOPAKOPEF	True	True	CHEMBL478306	True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1	OEXMNSOPAKOPEF-UHFFFAOYSA-N	OEXMNSOPAKOPEF	True	True	CHEMBL478306		True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1	OEXMNSOPAKOPEF-UHFFFAOYSA-N	OEXMNSOPAKOPEF	True	True	CHEMBL478306		True	CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1	OEXMNSOPAKOPEF-UHFFFAOYSA-N	OEXMNSOPAKOPEF	True	True	CHEMBL478306	
CC(=O)Nc1ccc(Cc2ccc3[nH]c(=O)cc(C)c3c2)cc1	True	CC(=O)Nc1ccc(Cc2ccc3[nH]c(=O)cc(C)c3c2)cc1	LEUFIPGJGDJGLA-UHFFFAOYSA-N	LEUFIPGJGDJGLA	True	True	CHEMBL1449598	True	CC(=O)Nc1ccc(Cc2ccc3[nH]c(=O)cc(C)c3c2)cc1	LEUFIPGJGDJGLA-UHFFFAOYSA-N	LEUFIPGJGDJGLA	True	True	CHEMBL1449598		True	CC(=O)Nc1ccc(Cc2ccc3[nH]c(=O)cc(C)c3c2)cc1	LEUFIPGJGDJGLA-UHFFFAOYSA-N	LEUFIPGJGDJGLA	True	True	CHEMBL1449598		True	CC(=O)Nc1ccc(Cc2ccc3[nH]c(=O)cc(C)c3c2)cc1	LEUFIPGJGDJGLA-UHFFFAOYSA-N	LEUFIPGJGDJGLA	True	True	CHEMBL1449598	
CC(=O)Nc1ccc(N)cc1	True	CC(=O)Nc1ccc(N)cc1	CHMBIJAOCISYEW-UHFFFAOYSA-N	CHMBIJAOCISYEW	True	True	CHEMBL1318876	True	CC(=O)Nc1ccc(N)cc1	CHMBIJAOCISYEW-UHFFFAOYSA-N	CHMBIJAOCISYEW	True	True	CHEMBL1318876		True	CC(=O)Nc1ccc(N)cc1	CHMBIJAOCISYEW-UHFFFAOYSA-N	CHMBIJAOCISYEW	True	True	CHEMBL1318876		True	CC(=O)Nc1ccc(N)cc1	CHMBIJAOCISYEW-UHFFFAOYSA-N	CHMBIJAOCISYEW	True	True	CHEMBL1318876	
CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1	True	CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1	AOXVIQYZVDVTFY-UHFFFAOYSA-N	AOXVIQYZVDVTFY	True	True	CHEMBL1380110	True	CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1	AOXVIQYZVDVTFY-UHFFFAOYSA-N	AOXVIQYZVDVTFY	True	True	CHEMBL1380110		True	CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1	AOXVIQYZVDVTFY-UHFFFAOYSA-N	AOXVIQYZVDVTFY	True	True	CHEMBL1380110		True	CC(=O)Nc1ccc(N2C(=O)CC(c3ccccc3)CC2=O)cc1	AOXVIQYZVDVTFY-UHFFFAOYSA-N	AOXVIQYZVDVTFY	True	True	CHEMBL1380110	
CC(=O)Nc1ccc(N2C(=O)CSC2c2c(F)cccc2Cl)cc1	True	CC(=O)Nc1ccc(N2C(=O)CSC2c2c(F)cccc2Cl)cc1	AILABAORQPYBIK-UHFFFAOYSA-N	AILABAORQPYBIK	True	True	CHEMBL1403583	True	CC(=O)Nc1ccc(N2C(=O)CSC2c2c(F)cccc2Cl)cc1	AILABAORQPYBIK-UHFFFAOYSA-N	AILABAORQPYBIK	True	True	CHEMBL1403583		True	CC(=O)Nc1ccc(N2C(=O)CSC2c2c(F)cccc2Cl)cc1	AILABAORQPYBIK-UHFFFAOYSA-N	AILABAORQPYBIK	True	True	CHEMBL1403583		True	CC(=O)Nc1ccc(N2C(=O)CSC2c2c(F)cccc2Cl)cc1	AILABAORQPYBIK-UHFFFAOYSA-N	AILABAORQPYBIK	True	True	CHEMBL1403583	
CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1	True	CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1	BHIKBSHRZJOLSF-UHFFFAOYSA-N	BHIKBSHRZJOLSF	True	True	CHEMBL1595551	True	CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1	BHIKBSHRZJOLSF-UHFFFAOYSA-N	BHIKBSHRZJOLSF	True	True	CHEMBL1595551		True	CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1	BHIKBSHRZJOLSF-UHFFFAOYSA-N	BHIKBSHRZJOLSF	True	True	CHEMBL1595551		True	CC(=O)Nc1ccc(N2CCCCC2)c(C(=O)Nc2cccc(C)c2)c1	BHIKBSHRZJOLSF-UHFFFAOYSA-N	BHIKBSHRZJOLSF	True	True	CHEMBL1595551	
CC(=O)Nc1ccc(N2CCCCC2)cc1	True	CC(=O)Nc1ccc(N2CCCCC2)cc1	HRQOQSWMKUGORD-UHFFFAOYSA-N	HRQOQSWMKUGORD	True	True	CHEMBL1332357	True	CC(=O)Nc1ccc(N2CCCCC2)cc1	HRQOQSWMKUGORD-UHFFFAOYSA-N	HRQOQSWMKUGORD	True	True	CHEMBL1332357		True	CC(=O)Nc1ccc(N2CCCCC2)cc1	HRQOQSWMKUGORD-UHFFFAOYSA-N	HRQOQSWMKUGORD	True	True	CHEMBL1332357		True	CC(=O)Nc1ccc(N2CCCCC2)cc1	HRQOQSWMKUGORD-UHFFFAOYSA-N	HRQOQSWMKUGORD	True	True	CHEMBL1332357	
CC(=O)Nc1ccc(N2CCN(C)CC2)cc1	True	CC(=O)Nc1ccc(N2CCN(C)CC2)cc1	QAEVFGOUSCYAPU-UHFFFAOYSA-N	QAEVFGOUSCYAPU	False	False		True	CC(=O)Nc1ccc(N2CCN(C)CC2)cc1	QAEVFGOUSCYAPU-UHFFFAOYSA-N	QAEVFGOUSCYAPU	False	False			True	CC(=O)Nc1ccc(N2CCN(C)CC2)cc1	QAEVFGOUSCYAPU-UHFFFAOYSA-N	QAEVFGOUSCYAPU	False	False			True	CC(=O)Nc1ccc(N2CCN(C)CC2)cc1	QAEVFGOUSCYAPU-UHFFFAOYSA-N	QAEVFGOUSCYAPU	False	False		
CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1	True	CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1	DPCSPGOPQYRPCP-UHFFFAOYSA-N	DPCSPGOPQYRPCP	True	True	CHEMBL1945318	True	CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1	DPCSPGOPQYRPCP-UHFFFAOYSA-N	DPCSPGOPQYRPCP	True	True	CHEMBL1945318		True	CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1	DPCSPGOPQYRPCP-UHFFFAOYSA-N	DPCSPGOPQYRPCP	True	True	CHEMBL1945318		True	CC(=O)Nc1ccc(N2CCN(CCCN(C)C)CC2)cc1	DPCSPGOPQYRPCP-UHFFFAOYSA-N	DPCSPGOPQYRPCP	True	True	CHEMBL1945318	
CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1	True	CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1	OGBNYPUHTIWOJE-UHFFFAOYSA-N	OGBNYPUHTIWOJE	False	False		True	CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1	OGBNYPUHTIWOJE-UHFFFAOYSA-N	OGBNYPUHTIWOJE	False	False			True	CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1	OGBNYPUHTIWOJE-UHFFFAOYSA-N	OGBNYPUHTIWOJE	False	False			True	CC(=O)Nc1ccc(N=Cc2c(C)c(C#N)c(=O)n(CCc3ccccc3)c2O)cc1	OGBNYPUHTIWOJE-UHFFFAOYSA-N	OGBNYPUHTIWOJE	False	False		
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1	True	CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1	PXOZAFXVEWKXED-UHFFFAOYSA-N	PXOZAFXVEWKXED	False	True		True	CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1	PXOZAFXVEWKXED-UHFFFAOYSA-N	PXOZAFXVEWKXED	False	True			True	CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1	PXOZAFXVEWKXED-UHFFFAOYSA-N	PXOZAFXVEWKXED	False	True			True	CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1	PXOZAFXVEWKXED-UHFFFAOYSA-N	PXOZAFXVEWKXED	False	True		
CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	True	CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	ZUZJJOZXFBPXOA-UHFFFAOYSA-N	ZUZJJOZXFBPXOA	False	False		True	CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	ZUZJJOZXFBPXOA-UHFFFAOYSA-N	ZUZJJOZXFBPXOA	False	False			True	CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	ZUZJJOZXFBPXOA-UHFFFAOYSA-N	ZUZJJOZXFBPXOA	False	False			True	CC(=O)Nc1ccc(N=Nc2ccc(N(C)C)cc2)cc1	ZUZJJOZXFBPXOA-UHFFFAOYSA-N	ZUZJJOZXFBPXOA	False	False		
CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1	True	CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1	FZUJDUKMVPOIFZ-UHFFFAOYSA-N	FZUJDUKMVPOIFZ	True	True	CHEMBL1874752	True	CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1	FZUJDUKMVPOIFZ-UHFFFAOYSA-N	FZUJDUKMVPOIFZ	True	True	CHEMBL1874752		True	CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1	FZUJDUKMVPOIFZ-UHFFFAOYSA-N	FZUJDUKMVPOIFZ	True	True	CHEMBL1874752		True	CC(=O)Nc1ccc(NC(=O)C(NS(=O)(=O)c2ccc(Br)s2)c2ccccc2)cc1	FZUJDUKMVPOIFZ-UHFFFAOYSA-N	FZUJDUKMVPOIFZ	True	True	CHEMBL1874752	
CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1	True	CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1	HLDSQAAWRYDIDX-CIAFOILYSA-N	HLDSQAAWRYDIDX	True	True	CHEMBL3196286	True	CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1	HLDSQAAWRYDIDX-CIAFOILYSA-N	HLDSQAAWRYDIDX	True	True	CHEMBL3196286		True	CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1	HLDSQAAWRYDIDX-CIAFOILYSA-N	HLDSQAAWRYDIDX	True	True	CHEMBL3196286		True	CC(=O)Nc1ccc(NC(=O)C/C(C)=N/NC(=O)C(=O)N2CCCC2)cc1	HLDSQAAWRYDIDX-CIAFOILYSA-N	HLDSQAAWRYDIDX	True	True	CHEMBL3196286	
CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1	True	CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1	XFQMHKBTHALHRS-UHFFFAOYSA-N	XFQMHKBTHALHRS	True	True	CHEMBL1444591	True	CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1	XFQMHKBTHALHRS-UHFFFAOYSA-N	XFQMHKBTHALHRS	True	True	CHEMBL1444591		True	CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1	XFQMHKBTHALHRS-UHFFFAOYSA-N	XFQMHKBTHALHRS	True	True	CHEMBL1444591		True	CC(=O)Nc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1	XFQMHKBTHALHRS-UHFFFAOYSA-N	XFQMHKBTHALHRS	True	True	CHEMBL1444591	
CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1	True	CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1	UXFOKKJYLJZQMG-UHFFFAOYSA-N	UXFOKKJYLJZQMG	False	False		True	CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1	UXFOKKJYLJZQMG-UHFFFAOYSA-N	UXFOKKJYLJZQMG	False	False			True	CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1	UXFOKKJYLJZQMG-UHFFFAOYSA-N	UXFOKKJYLJZQMG	False	False			True	CC(=O)Nc1ccc(NC(=O)CC(C)C)cc1	UXFOKKJYLJZQMG-UHFFFAOYSA-N	UXFOKKJYLJZQMG	False	False		
CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1	True	CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1	QJFUPNCWTKRSMK-UHFFFAOYSA-N	QJFUPNCWTKRSMK	True	True	CHEMBL1335806	True	CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1	QJFUPNCWTKRSMK-UHFFFAOYSA-N	QJFUPNCWTKRSMK	True	True	CHEMBL1335806		True	CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1	QJFUPNCWTKRSMK-UHFFFAOYSA-N	QJFUPNCWTKRSMK	True	True	CHEMBL1335806		True	CC(=O)Nc1ccc(NC(=O)CC2Nc3cccc4cccc(c34)NC2=O)cc1	QJFUPNCWTKRSMK-UHFFFAOYSA-N	QJFUPNCWTKRSMK	True	True	CHEMBL1335806	
CC(=O)Nc1ccc(NC(=O)CSc2ncnn2-c2ccccc2)cc1	True	CC(=O)Nc1ccc(NC(=O)CSc2ncnn2-c2ccccc2)cc1	RAESXHNRMHZWEB-UHFFFAOYSA-N	RAESXHNRMHZWEB	True	True	CHEMBL1530695	True	CC(=O)Nc1ccc(NC(=O)CSc2ncnn2-c2ccccc2)cc1	RAESXHNRMHZWEB-UHFFFAOYSA-N	RAESXHNRMHZWEB	True	True	CHEMBL1530695		True	CC(=O)Nc1ccc(NC(=O)CSc2ncnn2-c2ccccc2)cc1	RAESXHNRMHZWEB-UHFFFAOYSA-N	RAESXHNRMHZWEB	True	True	CHEMBL1530695		True	CC(=O)Nc1ccc(NC(=O)CSc2ncnn2-c2ccccc2)cc1	RAESXHNRMHZWEB-UHFFFAOYSA-N	RAESXHNRMHZWEB	True	True	CHEMBL1530695	
CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccc3c(c2)OCO3)cc1	True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccc3c(c2)OCO3)cc1	SDBOHTUSWHIFDN-UHFFFAOYSA-N	SDBOHTUSWHIFDN	True	True	CHEMBL1719582	True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccc3c(c2)OCO3)cc1	SDBOHTUSWHIFDN-UHFFFAOYSA-N	SDBOHTUSWHIFDN	True	True	CHEMBL1719582		True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccc3c(c2)OCO3)cc1	SDBOHTUSWHIFDN-UHFFFAOYSA-N	SDBOHTUSWHIFDN	True	True	CHEMBL1719582		True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2Cc2ccc3c(c2)OCO3)cc1	SDBOHTUSWHIFDN-UHFFFAOYSA-N	SDBOHTUSWHIFDN	True	True	CHEMBL1719582	
CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1	True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1	VXWHOZJPTAJJBJ-UHFFFAOYSA-N	VXWHOZJPTAJJBJ	True	True	CHEMBL1313575	True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1	VXWHOZJPTAJJBJ-UHFFFAOYSA-N	VXWHOZJPTAJJBJ	True	True	CHEMBL1313575		True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1	VXWHOZJPTAJJBJ-UHFFFAOYSA-N	VXWHOZJPTAJJBJ	True	True	CHEMBL1313575		True	CC(=O)Nc1ccc(NC(=O)CSc2nnc(-c3ccco3)n2Cc2ccco2)cc1	VXWHOZJPTAJJBJ-UHFFFAOYSA-N	VXWHOZJPTAJJBJ	True	True	CHEMBL1313575	
CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1	True	CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1	DRPADJNVZJHVKA-UHFFFAOYSA-N	DRPADJNVZJHVKA	True	True	CHEMBL1308139	True	CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1	DRPADJNVZJHVKA-UHFFFAOYSA-N	DRPADJNVZJHVKA	True	True	CHEMBL1308139		True	CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1	DRPADJNVZJHVKA-UHFFFAOYSA-N	DRPADJNVZJHVKA	True	True	CHEMBL1308139		True	CC(=O)Nc1ccc(NC(=O)Cn2c(-c3ccc(F)cc3)cnc2SCC(=O)Nc2c(C)cccc2C)cc1	DRPADJNVZJHVKA-UHFFFAOYSA-N	DRPADJNVZJHVKA	True	True	CHEMBL1308139	
CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1	True	CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1	DKTKFFPWQPSKAM-GFCCVEGCSA-N	DKTKFFPWQPSKAM	False	False		True	CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1	DKTKFFPWQPSKAM-GFCCVEGCSA-N	DKTKFFPWQPSKAM	False	False			True	CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1	DKTKFFPWQPSKAM-GFCCVEGCSA-N	DKTKFFPWQPSKAM	False	False			True	CC(=O)Nc1ccc(NC(=O)[C@H]2CC2(C)C)cc1	DKTKFFPWQPSKAM-GFCCVEGCSA-N	DKTKFFPWQPSKAM	False	False		
CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1	True	CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1	PZZCJRJJXSTZGV-UHFFFAOYSA-N	PZZCJRJJXSTZGV	True	True	CHEMBL1459527	True	CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1	PZZCJRJJXSTZGV-UHFFFAOYSA-N	PZZCJRJJXSTZGV	True	True	CHEMBL1459527		True	CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1	PZZCJRJJXSTZGV-UHFFFAOYSA-N	PZZCJRJJXSTZGV	True	True	CHEMBL1459527		True	CC(=O)Nc1ccc(NC(=O)c2ccccc2CC[N+](=O)[O-])cc1	PZZCJRJJXSTZGV-UHFFFAOYSA-N	PZZCJRJJXSTZGV	True	True	CHEMBL1459527	
CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O	True	CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O	KPHHXNVVLVNAMV-UHFFFAOYSA-N	KPHHXNVVLVNAMV	False	False		True	CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O	KPHHXNVVLVNAMV-UHFFFAOYSA-N	KPHHXNVVLVNAMV	False	False			True	CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O	KPHHXNVVLVNAMV-UHFFFAOYSA-N	KPHHXNVVLVNAMV	False	False			True	CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O	KPHHXNVVLVNAMV-UHFFFAOYSA-N	KPHHXNVVLVNAMV	False	False		
CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	True	CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	UBBXJGCKFHIHCH-UHFFFAOYSA-N	UBBXJGCKFHIHCH	True	True	CHEMBL1346096	True	CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	UBBXJGCKFHIHCH-UHFFFAOYSA-N	UBBXJGCKFHIHCH	True	True	CHEMBL1346096		True	CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	UBBXJGCKFHIHCH-UHFFFAOYSA-N	UBBXJGCKFHIHCH	True	True	CHEMBL1346096		True	CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	UBBXJGCKFHIHCH-UHFFFAOYSA-N	UBBXJGCKFHIHCH	True	True	CHEMBL1346096	
CC(=O)Nc1ccc(NCN2C(=O)C3C4CCC(C4)C3C2=O)cc1	True	CC(=O)Nc1ccc(NCN2C(=O)C3C4CCC(C4)C3C2=O)cc1	WXGAMZIJDNAGRS-UHFFFAOYSA-N	WXGAMZIJDNAGRS	True	True	CHEMBL1458075	True	CC(=O)Nc1ccc(NCN2C(=O)C3C4CCC(C4)C3C2=O)cc1	WXGAMZIJDNAGRS-UHFFFAOYSA-N	WXGAMZIJDNAGRS	True	True	CHEMBL1458075		True	CC(=O)Nc1ccc(NCN2C(=O)C3C4CCC(C4)C3C2=O)cc1	WXGAMZIJDNAGRS-UHFFFAOYSA-N	WXGAMZIJDNAGRS	True	True	CHEMBL1458075		True	CC(=O)Nc1ccc(NCN2C(=O)C3C4CCC(C4)C3C2=O)cc1	WXGAMZIJDNAGRS-UHFFFAOYSA-N	WXGAMZIJDNAGRS	True	True	CHEMBL1458075	
